DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2011-09-02	21814517	Noguchi E	2011-07-21	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21814517	Genome-wide association study identifies HLA-DP as a susceptibility gene for pediatric asthma in Asian populations.	Asthma	938 Japanese ancestry cases, 2,376 Japanese ancestry controls	1653 East Asian ancestry cases, 1453 East Asian ancestry controls	6p21.32	6	33075103	HLA, DPB1	HLA-DPA1			3113			rs987870-C	rs987870	0	987870	intron_variant	0	0.14	2E-10	9.69897000433602		1.4	[1.26-1.55]	Illumina [450326]	N
2011-09-30	21907864	Ferreira MA	2011-09-10	Lancet	www.ncbi.nlm.nih.gov/pubmed/21907864	Identification of IL6R and chromosome 11q13.5 as risk loci for asthma.	Asthma	12,475 European ancestry cases, 19,967 European ancestry controls	3,322 European ancestry cases, 22,036 European ancestry controls	13q21.31	13	63064196	PCDH20	LOC105370234 - LINC00376	105370234	104355293		152651	118905	rs3119939-?	rs3119939	0	3119939	intron_variant	1	0.51	8E-06	5.09691001300806		1.08	[1.04-1.10]	Illumina [NR] (imputed)	N
2011-09-30	21907864	Ferreira MA	2011-09-10	Lancet	www.ncbi.nlm.nih.gov/pubmed/21907864	Identification of IL6R and chromosome 11q13.5 as risk loci for asthma.	Asthma	12,475 European ancestry cases, 19,967 European ancestry controls	3,322 European ancestry cases, 22,036 European ancestry controls	10q21.1	10	51733713	PRKG1	PRKG1			5592			rs7922491-A	rs7922491	0	7922491	intron_variant	0	0.11	5E-07	6.30102999566398		1.13	[1.08-1.19]	Illumina [NR] (imputed)	N
2011-09-30	21907864	Ferreira MA	2011-09-10	Lancet	www.ncbi.nlm.nih.gov/pubmed/21907864	Identification of IL6R and chromosome 11q13.5 as risk loci for asthma.	Asthma	12,475 European ancestry cases, 19,967 European ancestry controls	3,322 European ancestry cases, 22,036 European ancestry controls	1q21.3	1	154453788	IL6R	IL6R			3570			rs4129267-T	rs4129267	0	4129267	intron_variant	0	0.37	2E-08	7.69897000433602		1.09	[1.06-1.12]	Illumina [NR] (imputed)	N
2011-09-30	21907864	Ferreira MA	2011-09-10	Lancet	www.ncbi.nlm.nih.gov/pubmed/21907864	Identification of IL6R and chromosome 11q13.5 as risk loci for asthma.	Asthma	12,475 European ancestry cases, 19,967 European ancestry controls	3,322 European ancestry cases, 22,036 European ancestry controls	11q13.5	11	76559639	LRRC32	C11orf30 - LOC101928813	56946	101928813		6738	48512	rs7130588-G	rs7130588	0	7130588	intergenic_variant	1	0.34	2E-08	7.69897000433602		1.09	[1.06-1.13]	Illumina [NR] (imputed)	N
2012-06-20	22538805	Tantisira KG	2012-04-26	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/22538805	Genome-wide association identifies the T gene as a novel asthma pharmacogenetic locus.	Asthma	418 European ancestry cases	407 European ancestry cases	6q27	6	166121254	T	GAPDHP72 - T	346085	6862		55752	36390	rs6456042-?	rs6456042	0	6456042	intergenic_variant	1	NR	6E-06	5.22184874961636				Affymetrix [444088]	N
2012-06-26	22560479	Forno E	2012-05-02	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/22560479	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	573 European ancestry children	107 European ancestry children, 591 Hispanic children, 233 children	1q44	1	244347874	C1orf100	LOC105373262 - LOC107985371	105373262	107985371		22692	1102	rs4658627-A	rs4658627	0	4658627	upstream_gene_variant	1	0.2418	6E-06	5.22184874961636		0.13	[NR] unit decrease	Illumina [512296]	N
2012-06-26	22560479	Forno E	2012-05-02	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/22560479	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	573 European ancestry children	107 European ancestry children, 591 Hispanic children, 233 children	3p26.2	3	3573203	IL5RA	LOC100130207			100130207			rs9815663-T	rs9815663	0	9815663	intron_variant	0	0.182	2E-08	7.69897000433602		0.17	[NR] unit decrease	Illumina [512296]	N
2012-06-26	22560479	Forno E	2012-05-02	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/22560479	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	573 European ancestry children	107 European ancestry children, 591 Hispanic children, 233 children	11q24.2	11	127891771	NR	LOC107984373 - LOC387820	107984373	387820		394903	49213	rs7927044-A	rs7927044	0	7927044	intergenic_variant	1	0.0134	7E-09	8.15490195998574		0.16	[NR] unit decrease	Illumina [512296]	N
2012-06-26	22560479	Forno E	2012-05-02	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/22560479	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	573 European ancestry children	107 European ancestry children, 591 Hispanic children, 233 children	13q13.3	13	35777629	NR	DCLK1			9201			rs7328278-C	rs7328278	0	7328278	intron_variant	0	0.0285	3E-06	5.52287874528034		0.13	[NR] unit increase	Illumina [512296]	N
2012-06-26	22560479	Forno E	2012-05-02	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/22560479	Genome-wide association study of the age of onset of childhood asthma.	Asthma (childhood onset)	573 European ancestry children	107 European ancestry children, 591 Hispanic children, 233 children	17p12	17	13655763	NR	LOC105371544 - LOC107985014	105371544	107985014		28116	120869	rs10521233-G	rs10521233	0	10521233	intergenic_variant	1	0.0735	3E-06	5.52287874528034		0.14	[NR] unit decrease	Illumina [512296]	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	2q12.1	2	102354740	IL18R1, IL1R1	IL1RL1 - IL18R1	9173	8809		2373	1077	rs9807989-?	rs9807989	0	9807989	intron_variant	1	NR	6E-08	7.22184874961636		1.33	[1.20-1.47]	Illumina [6103628] (imputed)	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	5q31.1	5	132461230	C5orf56	C5orf56			441108			rs11745587-?	rs11745587	0	11745587	3_prime_UTR_variant	0	NR	2E-06	5.69897000433602		1.26	[1.15-1.39]	Illumina [6103628] (imputed)	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	5q31.3	5	142066415	NDFIP1	MRPL11P2 - LOC105378204	134008	105378204		29290	19944	rs6867913-?	rs6867913	0	6867913	intergenic_variant	1	NR	4E-06	5.39794000867204		1.33	[1.18-1.49]	Illumina [6103628] (imputed)	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	9p21.1	9	32433528	ACO1	ACO1			48			rs10970976-?	rs10970976	0	10970976	intron_variant	0	NR	4E-06	5.39794000867204		1.28	[1.16-1.43]	Illumina [6103628] (imputed)	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	17q21.1	17	39933091	ORMDL3	LRRC3C			100505591			rs4794820-?	rs4794820	0	4794820	intron_variant	0	NR	1E-08	8		1.33	[1.20-1.45]	Illumina [6103628] (imputed)	N
2012-07-09	22561531	Wan YI	2012-05-05	Thorax	www.ncbi.nlm.nih.gov/pubmed/22561531	Genome-wide association study to identify genetic determinants of severe asthma.	Asthma	933 European ancestry cases, 3,346 European ancestry controls	231 European ancestry cases, 1,345 European ancestry controls	19q13.42	19	53178789	ZNF665	ZNF665			79788			rs16984547-?	rs16984547	0	16984547	intron_variant	0	NR	4E-06	5.39794000867204		1.43	[1.23-1.66]	Illumina [6103628] (imputed)	N
2012-12-07	23028483	Ramasamy A	2012-09-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23028483	Genome-wide association studies of asthma in population-based cohorts confirm known and suggested loci and identify an additional association near HLA.	Asthma	1,716 European ancestry cases, 16,888 European ancestry controls	4,035 European ancestry cases, 11,251 European ancestry controls	2q12.1	2	102338622	IL18R1, IL1RL1	IL1RL1			9173			rs13408661-G	rs13408661	0	13408661	intron_variant	0	0.84	1E-09	9		1.23	[1.15-1.31]	Affymetrix, Illumina [~ 2200000] (imputed)	N
2012-12-07	23028483	Ramasamy A	2012-09-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23028483	Genome-wide association studies of asthma in population-based cohorts confirm known and suggested loci and identify an additional association near HLA.	Asthma	1,716 European ancestry cases, 16,888 European ancestry controls	4,035 European ancestry cases, 11,251 European ancestry controls	6p21.32	6	32411712	HLA-DRA, BTNL2	BTNL2 - HLA-DRA	56244	3122		2833	28130	rs9268516-T	rs9268516	0	9268516	upstream_gene_variant	1	0.24	1E-08	8		1.15	[1.10-1.21]	Affymetrix, Illumina [~ 2200000] (imputed)	N
2013-02-08	23180272	Park BL	2012-11-21	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23180272	Genome-wide association study of aspirin-exacerbated respiratory disease in a Korean population.	Aspirin exacerbated respiratory disease in asthmatics	117 Korean ancestry cases, 685 Korean ancestry controls	142 Korean ancestry cases, 996 Korean ancestry controls	6p21.32	6	33080884	HLA-DPB1	HLA-DPB1			3115			rs1042151-G	rs1042151	0	1042151	missense_variant	0	0.083	5E-07	6.30102999566398		2.4	[1.68-3.42]	Illumina [430486]	N
2013-03-05	23181788	Lasky-Su J	2012-12-04	Clin Exp Allergy	www.ncbi.nlm.nih.gov/pubmed/23181788	HLA-DQ strikes again: genome-wide association study further confirms HLA-DQ in the diagnosis of asthma among adults.	Asthma	Up to 1,238 European ancestry cases, up to 2,617 European ancestry controls	Up to 1,837 European ancestry cases, up to 3,803 European ancestry controls, up to 2,806 cases, up to 2,150 controls, up to 603 Costa Rican ancestry cases and their parents	6p21.32	6	32636595	HLA-DQA1	HLA-DRB1 - LOC107986589	3123	107986589		46759	593	rs9272346-?	rs9272346	0	9272346	intron_variant	1	NR	2E-08	7.69897000433602	(Adult)			Affymetrix [455089]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	9p23	9	12521826	intergenic	RNU2-47P - TYRP1	106480672	7306		221375	171559	rs16929097-?	rs16929097	0	16929097	intergenic_variant	1	NR	8E-09	8.09691001300806				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	1p13.1	1	116587089	IGSF3	IGSF3			3321			rs17036023-?	rs17036023	0	17036023	intron_variant	0	NR	5E-06	5.30102999566398				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	10q24.2	10	99095945	HPSE2	HPSE2			60495			rs12570188-?	rs12570188	0	12570188	intron_variant	0	NR	5E-08	7.30102999566398				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	10q22.1	10	71831773	PSAP	PSAP			5660			rs11000019-?	rs11000019	0	11000019	intron_variant	0	NR	8E-08	7.09691001300806				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	20p12.3	20	7405311	intergenic	MIR8062 - RN7SL547P	102465865	106479421		33619	228251	rs6054973-?	rs6054973	0	6054973	intergenic_variant	1	NR	1E-07	7				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	3q13.2	3	112550440	ATG3	ATG3			64422			rs2705520-?	rs2705520	0	2705520	intron_variant	0	NR	2E-06	5.69897000433602				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	3p22.3	3	35598334	intergenic	LOC101928135 - ARPP21	101928135	10777		204311	40647	rs17033506-?	rs17033506	0	17033506	intergenic_variant	1	NR	4E-07	6.39794000867204				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	6p21.1	6	44801500	intergenic	LOC101929770			101929770			rs7770848-?	rs7770848	0	7770848	regulatory_region_variant	0	NR	2E-07	6.69897000433602				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	2p22.1	2	39888556	intergenic	THUMPD2 - SLC8A1-AS1	80745	100128590		109280	29078	rs6721181-?	rs6721181	0	6721181	intron_variant	1	NR	6E-07	6.22184874961636				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	9q21.33	9	86912543	intergenic	LOC105376124 - GAS1	105376124	2619		204238	31819	rs11141597-?	rs11141597	0	11141597	intergenic_variant	1	NR	2E-06	5.69897000433602				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	7p15.3	7	24200546	intergenic	LOC107986777			107986777			rs886448-?	rs886448	0	886448	intron_variant	0	NR	7E-08	7.15490195998574				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	7q32.3	7	131336340	MKLN1	MKLN1			4289			rs7807274-?	rs7807274	0	7807274	intron_variant	0	NR	4E-06	5.39794000867204				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	1q25.3	1	180676305	XPR1	XPR1			9213			rs7527074-?	rs7527074	0	7527074	intron_variant	0	NR	9E-06	5.04575749056068				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	3q26.32	3	178137844	intergenic	LOC105374234 - LOC107986155	105374234	107986155		71996	63562	rs9883878-?	rs9883878	0	9883878	intergenic_variant	1	NR	1E-06	6				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	4q12	4	58347679	intergenic	SRIP1 - LOC105377671	6644	105377671		244050	176836	rs17218161-?	rs17218161	0	17218161	intergenic_variant	1	NR	2E-08	7.69897000433602				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	8p12	8	34187743	intergenic	LOC105379365			105379365			rs9297216-?	rs9297216	0	9297216	downstream_gene_variant	0	NR	1E-06	6				Affymetrix [786195]	N
2014-02-06	23829686	Ding L	2013-07-05	Hum Genomics	www.ncbi.nlm.nih.gov/pubmed/23829686	Rank-based genome-wide analysis reveals the association of ryanodine receptor-2 gene variants with childhood asthma among human populations.	Asthma (childhood onset)	429 European ancestry affected offspring trios	52 African American affected offspring trios, 46 Hispanic affected offspring trios	3q12.2	3	100757869	ABI3BP	ABI3BP			25890			rs9823506-?	rs9823506	0	9823506	intron_variant	0	NR	6E-08	7.22184874961636				Affymetrix [786195]	N
